"cc","FloodPhenomenaID","Year","StartDate","EndDate","Number_FE","Number_FL","EUUOMCODE","FP_Severity","FP_Duration","FP_Extension","SourceOfFlooding","CharacteristicsOfFlooding","MechanismOfFlooding","FrequencyCategory","Area","Source","OtherSources"
"NO","NO-1992-01-28",1992,28/01/1992,29/01/1992,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1992-05-02",1992,02/05/1992,03/05/1992,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1992-05-23",1992,23/05/1992,25/05/1992,2,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1992-06-05",1992,04/06/1992,06/06/1992,2,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1992-06-15",1992,14/06/1992,16/06/1992,6,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1992-09-23",1992,23/09/1992,24/09/1992,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1992-11-08",1992,08/11/1992,09/11/1992,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1992-12",1992,,,1,,"","Moderate",,"","","","","",,"National authorities",""
"NO","NO-1992-12-01",1992,01/12/1992,02/12/1992,3,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1992-12-03",1992,03/12/1992,05/12/1992,10,,"","Very High",2,"","","","","",,"National authorities",""
"NO","NO-1992-12-15",1992,15/12/1992,17/12/1992,4,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1993-02-04",1993,04/02/1993,06/02/1993,3,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1993-03-14",1993,14/03/1993,15/03/1993,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1993-05-04",1993,04/05/1993,05/05/1993,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1993-06-04",1993,04/06/1993,05/06/1993,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1993-07-06",1993,05/07/1993,07/07/1993,5,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1993-07-11",1993,11/07/1993,13/07/1993,8,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1993-07-14",1993,14/07/1993,15/07/1993,2,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1993-10-26",1993,26/10/1993,27/10/1993,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1993-12-19",1993,19/12/1993,20/12/1993,2,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1994-04-28",1994,28/04/1994,29/04/1994,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1994-06-30",1994,29/06/1994,02/07/1994,5,,"","High",3,"","","","","",,"National authorities",""
"NO","NO-1994-08-06",1994,06/08/1994,07/08/1994,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1994-08-20",1994,20/08/1994,21/08/1994,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1994-10-07",1994,06/10/1994,08/10/1994,7,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1994-10-13",1994,13/10/1994,15/10/1994,2,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1994-11-21",1994,21/11/1994,22/11/1994,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1994-11-23",1994,23/11/1994,24/11/1994,2,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1994-12-24",1994,24/12/1994,25/12/1994,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1995-05-29",1995,28/05/1995,13/06/1995,93,,"","Very High",16,"","","","","",,"National authorities",""
"NO","NO-1995-06-01",1995,01/06/1995,14/06/1995,,,"","Very High",13,"","","","","",,"EM-DAT",""
"NO","NO-1995-07-21",1995,21/07/1995,22/07/1995,3,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1995-08-02",1995,02/08/1995,03/08/1995,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1995-10-19",1995,19/10/1995,20/10/1995,2,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1995-10-27",1995,26/10/1995,29/10/1995,16,,"","Very High",3,"","","","","",,"National authorities",""
"NO","NO-1996-01",1996,,,1,,"","Moderate",,"","","","","",,"National authorities",""
"NO","NO-1996-04-17",1996,17/04/1996,18/04/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-04-19",1996,19/04/1996,20/04/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-06",1996,,,1,,"","Moderate",,"","","","","",,"National authorities",""
"NO","NO-1996-06-07",1996,07/06/1996,08/06/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-06-10",1996,10/06/1996,11/06/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-08-21",1996,21/08/1996,22/08/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-08-25",1996,25/08/1996,26/08/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-10-08",1996,08/10/1996,09/10/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1996-11-03",1996,03/11/1996,04/11/1996,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1997-01-23",1997,23/01/1997,24/01/1997,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1997-01-30",1997,30/01/1997,31/01/1997,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1997-03-02",1997,02/03/1997,03/03/1997,3,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1997-03-31",1997,31/03/1997,02/04/1997,4,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1997-05-03",1997,03/05/1997,04/05/1997,1,,"","Moderate",1,"","","","","",,"National authorities",""
"NO","NO-1997-05-08",1997,08/05/1997,09/05/1997,3,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1997-06-09",1997,09/06/1997,10/06/1997,8,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1997-06-11",1997,11/06/1997,12/06/1997,3,,"","High",1,"","","","","",,"National authorities",""
"NO","NO-1997-06-15",1997,15/06/1997,17/06/1997,7,,"","High",2,"","","","","",,"National authorities",""
"NO","NO-1997-07-03",1997,02/07/1997,04/07/1997,11,,"","Very High",2,"","","","","",,"National authorities",""
